-1.600000,-1.925000,0.000000,-90.000000,45.971004,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.206250,-1.544375,0.000000,-90.000000,45.815754,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.199132,-1.537419,0.000000,-90.000000,45.345406,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.192171,-1.530466,0.000000,-90.000000,44.707088,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.185368,-1.523515,0.000000,-90.000000,44.053566,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.178722,-1.516566,0.000000,-90.000000,43.385601,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.172234,-1.509620,0.000000,-90.000000,42.701859,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.165903,-1.502676,0.000000,-90.000000,42.001625,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.159730,-1.495735,0.000000,-90.000000,41.285694,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.153714,-1.488796,0.000000,-90.000000,40.552612,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.147856,-1.481859,0.000000,-90.000000,39.803349,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.142156,-1.474925,0.000000,-90.000000,39.036659,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.136613,-1.467994,0.000000,-90.000000,38.252239,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.131227,-1.461064,0.000000,-90.000000,37.449970,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.125999,-1.454138,0.000000,-90.000000,36.629539,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.120928,-1.447213,0.000000,-90.000000,35.790562,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.116015,-1.440291,0.000000,-90.000000,34.932709,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.111260,-1.433372,0.000000,-90.000000,34.056709,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.106662,-1.426455,0.000000,-90.000015,33.161205,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.102221,-1.419540,0.000000,-90.000000,32.246326,-89.999992,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.097938,-1.412628,0.000000,-90.000000,31.311159,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.093812,-1.405718,0.000000,-90.000000,30.357462,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.089844,-1.398811,0.000000,-89.999992,29.384369,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.086034,-1.391906,0.000000,-89.999992,28.390265,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.082381,-1.385003,0.000000,-90.000000,27.377798,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.078885,-1.378103,0.000000,-90.000000,26.345095,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.075547,-1.371205,0.000000,-90.000000,25.292322,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.072367,-1.364310,0.000000,-90.000000,24.220911,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.069344,-1.357417,0.000000,-90.000000,23.130409,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.066478,-1.350527,0.000000,-90.000000,22.021090,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.063771,-1.343639,0.000000,-90.000000,20.893557,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.061220,-1.336753,0.000000,-90.000000,19.747498,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.058827,-1.329870,0.000000,-90.000000,18.583828,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.056592,-1.322989,0.000000,-90.000000,17.403563,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.054514,-1.316111,0.000000,-90.000000,16.207497,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.052593,-1.309235,0.000000,-90.000000,14.994932,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.050830,-1.302362,0.000000,-90.000008,13.767470,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.049225,-1.295491,0.000000,-90.000000,12.527053,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.047777,-1.288622,0.000000,-90.000000,11.273731,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
